"fy","month","state","state_abb","plan","plan_abb","gov_type2","return","arr","mva","mean_arr","latest_arr","avg_return","rolling_5","rolling_10","rolling_15"
2015,12,"Illinois","IL","Chicago Laborers Retirement Board Employees Annuity Benefit Fund","Chicago Laborers","Local Plans",-0.0169,0.075,1238657245,0.0760416666666667,0.0675,0.0562092182737148,0.060428600804094,0.0459366274518809,0.0481379403162467
2016,12,"Illinois","IL","Chicago Laborers Retirement Board Employees Annuity Benefit Fund","Chicago Laborers","Local Plans",0.0494,0.075,1167740724,0.0760416666666667,0.0675,0.0562092182737148,0.0714126084944957,0.0402404667385927,0.0519346325050694
2017,12,"Illinois","IL","Chicago Laborers Retirement Board Employees Annuity Benefit Fund","Chicago Laborers","Local Plans",0.1868,0.0725,1267554561,0.0760416666666667,0.0675,0.0562092182737148,0.0804288584387103,0.0507108158873504,0.0695583283803565
2018,12,"Illinois","IL","Chicago Laborers Retirement Board Employees Annuity Benefit Fund","Chicago Laborers","Local Plans",-0.0637,0.0725,1094683851,0.0760416666666667,0.0675,0.0562092182737148,0.0354341114092465,0.080674866522608,0.0534880595640597
2019,12,"Illinois","IL","Chicago Laborers Retirement Board Employees Annuity Benefit Fund","Chicago Laborers","Local Plans",0.183,0.0725,1187549469,0.0760416666666667,0.0675,0.0562092182737148,0.0628285507066064,0.0784529807539722,0.0577615753733343
2020,12,"Illinois","IL","Chicago Laborers Retirement Board Employees Annuity Benefit Fund","Chicago Laborers","Local Plans",0.1493,0.0725,1269742433,0.0760416666666667,0.0675,0.0562092182737148,0.0965548357302932,0.0783404426054131,0.0625442676317747
2021,12,"Illinois","IL","Chicago Laborers Retirement Board Employees Annuity Benefit Fund","Chicago Laborers","Local Plans",0.1183,0.0725,1334101764,0.0760416666666667,0.0675,0.0562092182737148,0.110590124746681,0.0908254959080617,0.0631807355595926
2022,12,"Illinois","IL","Chicago Laborers Retirement Board Employees Annuity Benefit Fund","Chicago Laborers","Local Plans",-0.1322,0.0725,1126898385,0.0760416666666667,0.0675,0.0562092182737148,0.0431871507415418,0.0616447157187827,0.0481969176268877
2023,12,"Illinois","IL","Chicago Laborers Retirement Board Employees Annuity Benefit Fund","Chicago Laborers","Local Plans",0.0979,0.0675,1183981025,0.0760416666666667,0.0675,0.0562092182737148,0.0769406781496877,0.0559834819353915,0.0794287006176169
2024,12,"Illinois","IL","Chicago Laborers Retirement Board Employees Annuity Benefit Fund","Chicago Laborers","Local Plans",0.0865,0.0675,1260169474,0.0760416666666667,0.0675,0.0562092182737148,0.0587679313279628,0.0607962980647747,0.0718509642073957
2001,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",-0.0262,0.08,5820765697,0.0744791666666667,0.0675,0.053976283059983,NA,NA,NA
2002,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",-0.0937,0.08,5128210404,0.0744791666666667,0.0675,0.053976283059983,NA,NA,NA
2003,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.1907,0.08,5922789999,0.0744791666666667,0.0675,0.053976283059983,NA,NA,NA
2004,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.0999,0.08,6242741942,0.0744791666666667,0.0675,0.053976283059983,NA,NA,NA
2005,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.066,0.08,6356888734,0.0744791666666667,0.0675,0.053976283059983,0.0426316450344786,NA,NA
2006,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.1254,0.08,6841127865,0.0744791666666667,0.0675,0.053976283059983,0.0732436565279471,NA,NA
2007,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.0727,0.08,7010007533,0.0744791666666667,0.0675,0.053976283059983,0.110042457827288,NA,NA
2008,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",-0.2844,0.08,4740567835,0.0744791666666667,0.0675,0.053976283059983,0.00256649334285619,NA,NA
2009,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.1706,0.08,5166224494,0.0744791666666667,0.0675,0.053976283059983,0.0151360468142305,NA,NA
2010,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.1282,0.08,5435593422,0.0744791666666667,0.0675,0.053976283059983,0.0267152853924832,0.0346428596336075,NA
2011,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.006,0.08,5053248869,0.0744791666666667,0.0675,0.053976283059983,0.00394111768941707,0.0380141791361734,NA
2012,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.1222,0.08,5182669659,0.0744791666666667,0.0675,0.053976283059983,0.0130401039505423,0.060432707373208,NA
2013,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.149,0.075,5421676295,0.0744791666666667,0.0675,0.053976283059983,0.113670146110908,0.0566590619149772,NA
2014,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.047,0.075,5179486296,0.0744791666666667,0.0675,0.053976283059983,0.0890911028720822,0.0514635689314757,NA
2015,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.018,0.075,4741427557,0.0744791666666667,0.0675,0.053976283059983,0.06693152284113,0.0466302608696481,0.0452956879151629
2016,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.063,0.045,4436227596,0.0744791666666667,0.0675,0.053976283059983,0.0787569418865453,0.0406769191025598,0.0514211893282925
2017,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.149,0.075,4554018287,0.0744791666666667,0.0675,0.053976283059983,0.0838609169857911,0.0478523636520634,0.068185295014906
2018,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",-0.057,0.07,3914180476,0.0744791666666667,0.0675,0.053976283059983,0.0418660564333302,0.0771699602644433,0.0517048684308106
2019,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.166,0.07,4080642490,0.0744791666666667,0.0675,0.053976283059983,0.0645406819600183,0.0767459242402708,0.0558046592432988
2020,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.1,0.07,4090239084,0.0744791666666667,0.0675,0.053976283059983,0.0811631733354647,0.0740237757920241,0.058016903339305
2021,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.136,0.07,4308269024,0.0744791666666667,0.0675,0.053976283059983,0.0956207724476561,0.0871561589546408,0.0586783559304336
2022,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",-0.11,0.0675,3951788039,0.0744791666666667,0.0675,0.053976283059983,0.0410563877632344,0.0622430659105169,0.0455821232843963
2023,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.111,0.0675,4480631416,0.0744791666666667,0.0675,0.053976283059983,0.0757583518865408,0.0586765850604465,0.0766992184461646
2024,12,"Illinois","IL","Chicago Municipal Employees' Annuity Benefit Fund","Chicago Municipal","Local Plans",0.095,0.0675,5057271406,0.0744791666666667,0.0675,0.053976283059983,0.062326072084143,0.0634328005287221,0.0719176889304998
2001,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",NA,0.08,NA,0.0753125,0.0675,NA,NA,NA,NA
2002,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",NA,0.08,NA,0.0753125,0.0675,NA,NA,NA,NA
2003,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.21,0.08,3693283000,0.0753125,0.0675,NA,NA,NA,NA
2004,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.108,0.08,3865809000,0.0753125,0.0675,NA,NA,NA,NA
2005,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.073,0.08,3954837000,0.0753125,0.0675,NA,NA,NA,NA
2006,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.121,0.08,4192076300,0.0753125,0.0675,NA,NA,NA,NA
2007,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.0856,0.08,4333233927,0.0753125,0.0675,NA,0.11851048609193,NA,NA
2008,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",-0.2619,0.08,3000998381,0.0753125,0.0675,NA,0.0132253035004346,NA,NA
2009,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.197,0.08,3326050754,0.0753125,0.0675,NA,0.0290036256646833,NA,NA
2010,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.1156,0.08,3439668697,0.0753125,0.0675,NA,0.0370475306428841,NA,NA
2011,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.0102,0.08,3175508681,0.0753125,0.0675,NA,0.0156849376696262,NA,NA
2012,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.117,0.0775,3213433234,0.0753125,0.0675,NA,0.0214936699684085,0.0689019512266755,NA
2013,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.137,0.0775,3265200554,0.0753125,0.0675,NA,0.113691055280804,0.0622711318173965,NA
2014,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.059,0.075,3062014322,0.0753125,0.0675,NA,0.0867386011094551,0.0574771679291215,NA
2015,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",-0.0017,0.075,3058949037,0.0753125,0.0675,NA,0.062858883167749,0.049873887765082,NA
2016,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.0493,0.0725,2865018804,0.0753125,0.0675,NA,0.0709620171634509,0.0429573287767802,NA
2017,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.1477,0.0725,3122066293,0.0753125,0.0675,NA,0.0767852802645288,0.0487751654694035,0.0715232938168755
2018,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",-0.0448,0.0725,2905088585,0.0753125,0.0675,NA,0.0399103002816588,0.0761685740245617,0.0547646014157996
2019,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.1631,0.0675,3162428863,0.0753125,0.0675,NA,0.0595954848816493,0.073081224783184,0.0581828026184334
2020,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.1229,0.0675,3441897879,0.0753125,0.0675,NA,0.0848160478865605,0.0737813432441268,0.061394394901717
2021,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.138,0.0675,3846664456,0.0753125,0.0675,NA,0.102566058559641,0.0866491476695634,0.062459946100544
2022,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",-0.1061,0.0675,3486779785,0.0753125,0.0675,NA,0.0488097841108903,0.0627054800498701,0.0487867048895998
2023,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.1172,0.0675,3869934218,0.0753125,0.0675,NA,0.082191336316227,0.0608401941436878,0.0781724279111586
2024,12,"Illinois","IL","Chicago Policemen's Annuity Benefit Fund","Chicago Police","Local Plans",0.1072,0.0675,4325456246,0.0753125,0.0675,NA,0.0715831033460301,0.0655724367591908,0.0725816183995873
2001,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",-0.047,0.0875,2352508062,0.0786458333333333,0.075,0.0599134736757987,NA,NA,NA
2002,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",-0.121,0.0875,1976125182,0.0786458333333333,0.075,0.0599134736757987,NA,NA,NA
2003,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.218,0.0875,2279721027,0.0786458333333333,0.075,0.0599134736757987,NA,NA,NA
2004,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.101,0.0875,2384920618,0.0786458333333333,0.075,0.0599134736757987,NA,NA,NA
2005,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.068,0.0875,2412211828,0.0786458333333333,0.075,0.0599134736757987,0.0370925801720843,NA,NA
2006,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.142,0.08,2614618397,0.0786458333333333,0.075,0.0599134736757987,0.0753062443780059,NA,NA
2007,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.075,0.08,2685339891,0.0786458333333333,0.075,0.0599134736757987,0.119479346556587,NA,NA
2008,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",-0.2745,0.08,1242081000,0.0786458333333333,0.075,0.0599134736757987,0.00928567977383765,NA,NA
2009,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.1893,0.08,1370133000,0.0786458333333333,0.075,0.0599134736757987,0.0249789144278971,NA,NA
2010,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.1311,0.08,1445156000,0.0786458333333333,0.075,0.0599134736757987,0.0368140678918636,0.0369533146813732,NA
2011,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.0088,0.075,1353822000,0.0786458333333333,0.075,0.0599134736757987,0.0114133347046692,0.042870593340858,NA
2012,12,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.1206,0.075,1409032000,0.0786458333333333,0.075,0.0599134736757987,0.0198518920629209,0.0685050911020957,NA
2013,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.1699,0.075,1537511000,0.0786458333333333,0.075,0.0599134736757987,0.122120175034846,0.0642085433071762,NA
2014,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.0646,0.075,2333059000,0.0786458333333333,0.075,0.0599134736757987,0.0975350018887107,0.0606367119718754,NA
2015,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",-0.0011,0.075,2252500000,0.0786458333333333,0.075,0.0599134736757987,0.0705885185865458,0.0535659623365023,0.0480459642703308
2016,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.0924,0.075,2111155000,0.0786458333333333,0.075,0.0599134736757987,0.0877720739471455,0.048898079276293,0.0576279417254257
2017,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.1451,0.075,2226984000,0.0786458333333333,0.075,0.0599134736757987,0.092487469424706,0.0555450785010647,0.0764401431651518
2018,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",-0.0393,0.075,2261216000,0.0786458333333333,0.075,0.0599134736757987,0.0502780142093964,0.0856049691945493,0.0595446237272115
2019,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.164,0.075,2209278000,0.0786458333333333,0.075,0.0599134736757987,0.0691966221759088,0.0832731496438188,0.0634823737060304
2020,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.0803,0.075,2031854000,0.0786458333333333,0.075,0.0599134736757987,0.0860805860532323,0.0783067307998859,0.0642945489410105
2021,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.1806,0.075,2491816000,0.0786458333333333,0.075,0.0599134736757987,0.103078114576149,0.0953983606059505,0.0666557597235735
2022,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",-0.0868,0.075,2225538000,0.0786458333333333,0.075,0.0599134736757987,0.0542673715177426,0.07320729256116,0.0551190042101233
2023,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.1181,0.075,1763884000,0.0786458333333333,0.075,0.0599134736757987,0.0867492199062145,0.0683579983445202,0.0859862521696784
2024,6,"Ohio","OH","Cincinnati Employees' Retirement System","Cincinnati ERS","Local Plans",0.0973,0.075,1805588000,0.0786458333333333,0.075,0.0599134736757987,0.073998851377203,0.0715950467006234,0.0801728523895524
2001,12,"Georgia","GA","City of Atlanta Firefighters Pension Plan","Atlanta Fire","Local Plans",0.0121,0.08,307689000,0.0754166666666667,0.07,0.0617286985804744,NA,NA,NA
