"fy","month","state","state_abb","plan","plan_abb","gov_type2","return","arr","mva","mean_arr","latest_arr","avg_return","rolling_5","rolling_10","rolling_15"
2021,12,"Utah","UT","Utah Retirement Systems, Firefighters Retirement System","Utah Retirement Systems, Firefighters Retirement System","State Plans",0.172,0.0685,1799463000,0.0746458333333333,0.0685,NA,0.112046948103204,0.100078203253019,0.0706377511231349
2022,12,"Utah","UT","Utah Retirement Systems, Firefighters Retirement System","Utah Retirement Systems, Firefighters Retirement System","State Plans",-0.053,0.0685,1685243000,0.0746458333333333,0.0685,NA,0.0728700860611597,0.0811967176679065,0.062222274812489
2023,12,"Utah","UT","Utah Retirement Systems, Firefighters Retirement System","Utah Retirement Systems, Firefighters Retirement System","State Plans",0.092,0.0685,1815120000,0.0746458333333333,0.0685,NA,0.0927977606318551,0.0758031054924919,0.0876312122819365
2024,12,"Utah","UT","Utah Retirement Systems, Firefighters Retirement System","Utah Retirement Systems, Firefighters Retirement System","State Plans",NA,0.0685,NA,0.0746458333333333,0.0685,NA,NA,NA,NA
2001,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",-0.053,0.08,82760000,0.0746458333333333,0.0685,NA,NA,NA,NA
2002,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",-0.08,0.08,75753000,0.0746458333333333,0.0685,NA,NA,NA,NA
2003,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.256,0.08,94467000,0.0746458333333333,0.0685,NA,NA,NA,NA
2004,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.137,0.08,105483000,0.0746458333333333,0.0685,NA,NA,NA,NA
2005,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.092,0.08,113353000,0.0746458333333333,0.0685,NA,0.0632174841099966,NA,NA
2006,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.144,0.08,128299000,0.0746458333333333,0.0685,NA,0.104173497269167,NA,NA
2007,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.066,0.08,134364000,0.0746458333333333,0.0685,NA,0.137185188035723,NA,NA
2008,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",-0.234,0.0775,100895000,0.0746458333333333,0.0685,NA,0.0300991299806419,NA,NA
2009,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.132,0.0775,111726000,0.0746458333333333,0.0685,NA,0.0291915522450088,NA,NA
2010,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.132,0.0775,123037000,0.0746458333333333,0.0685,NA,0.0366233103182889,0.0498361910157161,NA
2011,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.025,0.075,123235000,0.0746458333333333,0.0685,NA,0.0140994301723794,0.0581784889101205,NA
2012,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.126,0.075,136127000,0.0746458333333333,0.0685,NA,0.0252665202279263,0.079776782762125,NA
2013,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.148,0.075,155676000,0.0746458333333333,0.0685,NA,0.111678994289013,0.0701119403290795,NA
2014,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.071,0.075,163834000,0.0746458333333333,0.0685,NA,0.099431075910225,0.0637317216302449,NA
2015,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.017,0.075,163747000,0.0746458333333333,0.0685,NA,0.0761254775321611,0.056189734298359,0.0585271409420534
2016,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.084,0.072,175618000,0.0746458333333333,0.0685,NA,0.0882382756740241,0.0505150238110832,0.0681050083519965
2017,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.133,0.0695,198483000,0.0746458333333333,0.0685,NA,0.089587972936749,0.0569380632255896,0.0830373239043918
2018,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",-0.004,0.0695,195570000,0.0746458333333333,0.0685,NA,0.0590727428999389,0.0850571052741467,0.0664194815485517
2019,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.143,0.0695,220293000,0.0746458333333333,0.0685,NA,0.0729442156011681,0.0861069069617617,0.066793730340541
2020,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.125,0.0695,244133000,0.0746458333333333,0.0685,NA,0.094821850939955,0.0854334098208898,0.0689132164905819
2021,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.172,0.0685,282030000,0.0746458333333333,0.0685,NA,0.112046948103204,0.100078203253019,0.0706377511231349
2022,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",-0.053,0.0685,262307000,0.0746458333333333,0.0685,NA,0.0728700860611597,0.0811967176679065,0.062222274812489
2023,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",0.092,0.0685,280984000,0.0746458333333333,0.0685,NA,0.0927977606318551,0.0758031054924919,0.0876312122819365
2024,12,"Utah","UT","Utah Retirement Systems, Judges Retirement System","Utah Retirement Systems, Judges Retirement System","State Plans",NA,0.0685,NA,0.0746458333333333,0.0685,NA,NA,NA,NA
2001,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",-0.053,0.08,9905802000,0.0746458333333333,0.0685,NA,NA,NA,NA
2002,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",-0.08,0.08,9073766000,0.0746458333333333,0.0685,NA,NA,NA,NA
2003,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.256,0.08,11280140000,0.0746458333333333,0.0685,NA,NA,NA,NA
2004,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.137,0.08,12786130000,0.0746458333333333,0.0685,NA,NA,NA,NA
2005,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.092,0.08,13892439000,0.0746458333333333,0.0685,NA,0.0632174841099966,NA,NA
2006,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.144,0.08,15818483000,0.0746458333333333,0.0685,NA,0.104173497269167,NA,NA
2007,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.066,0.08,16751804000,0.0746458333333333,0.0685,NA,0.137185188035723,NA,NA
2008,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",-0.234,0.0775,12714371000,0.0746458333333333,0.0685,NA,0.0300991299806419,NA,NA
2009,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.132,0.0775,14152562000,0.0746458333333333,0.0685,NA,0.0291915522450088,NA,NA
2010,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.132,0.0775,15802205000,0.0746458333333333,0.0685,NA,0.0366233103182889,0.0498361910157161,NA
2011,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.025,0.075,15935472000,0.0746458333333333,0.0685,NA,0.0140994301723794,0.0581784889101205,NA
2012,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.126,0.075,17629437000,0.0746458333333333,0.0685,NA,0.0252665202279263,0.079776782762125,NA
2013,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.148,0.075,19915815000,0.0746458333333333,0.0685,NA,0.111678994289013,0.0701119403290795,NA
2014,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.071,0.075,21096512000,0.0746458333333333,0.0685,NA,0.099431075910225,0.0637317216302449,NA
2015,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.017,0.075,21192437000,0.0746458333333333,0.0685,NA,0.0761254775321611,0.056189734298359,0.0585271409420534
2016,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.084,0.072,22618743000,0.0746458333333333,0.0685,NA,0.0882382756740241,0.0505150238110832,0.0681050083519965
2017,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.133,0.0695,25205127000,0.0746458333333333,0.0685,NA,0.089587972936749,0.0569380632255896,0.0830373239043918
2018,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",-0.004,0.0695,24666059000,0.0746458333333333,0.0685,NA,0.0590727428999389,0.0850571052741467,0.0664194815485517
2019,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.143,0.0695,27635923000,0.0746458333333333,0.0685,NA,0.0729442156011681,0.0861069069617617,0.066793730340541
2020,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.125,0.0695,30478072000,0.0746458333333333,0.0685,NA,0.094821850939955,0.0854334098208898,0.0689132164905819
2021,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.172,0.0685,35068535000,0.0746458333333333,0.0685,NA,0.112046948103204,0.100078203253019,0.0706377511231349
2022,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",-0.053,0.0685,32602563000,0.0746458333333333,0.0685,NA,0.0728700860611597,0.0811967176679065,0.062222274812489
2023,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",0.092,0.0685,34845009000,0.0746458333333333,0.0685,NA,0.0927977606318551,0.0758031054924919,0.0876312122819365
2024,12,"Utah","UT","Utah Retirement Systems, Noncontributory Retirement System","Utah Noncontributory","State Plans",NA,0.0685,NA,0.0746458333333333,0.0685,NA,NA,NA,NA
2001,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",-0.053,0.08,1229903000,0.0743333333333333,0.0685,NA,NA,NA,NA
2002,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",-0.08,0.08,1124549000,0.0743333333333333,0.0685,NA,NA,NA,NA
2003,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.256,0.08,1404167000,0.0743333333333333,0.0685,NA,NA,NA,NA
2004,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.137,0.08,1594043000,0.0743333333333333,0.0685,NA,NA,NA,NA
2005,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.092,0.08,1736451000,0.0743333333333333,0.0685,NA,0.0632174841099966,NA,NA
2006,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.144,0.08,1981492000,0.0743333333333333,0.0685,NA,0.104173497269167,NA,NA
2007,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.066,0.08,2106302000,0.0743333333333333,0.0685,NA,0.137185188035723,NA,NA
2008,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",-0.234,0.075,1614057000,0.0743333333333333,0.0685,NA,0.0300991299806419,NA,NA
2009,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.132,0.075,1824758000,0.0743333333333333,0.0685,NA,0.0291915522450088,NA,NA
2010,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.132,0.075,2058019000,0.0743333333333333,0.0685,NA,0.0366233103182889,0.0498361910157161,NA
2011,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.025,0.075,2103751000,0.0743333333333333,0.0685,NA,0.0140994301723794,0.0581784889101205,NA
2012,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.126,0.075,2366057000,0.0743333333333333,0.0685,NA,0.0252665202279263,0.079776782762125,NA
2013,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.148,0.075,2712184000,0.0743333333333333,0.0685,NA,0.111678994289013,0.0701119403290795,NA
2014,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.071,0.075,2899386000,0.0743333333333333,0.0685,NA,0.099431075910225,0.0637317216302449,NA
2015,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.017,0.075,2938839000,0.0743333333333333,0.0685,NA,0.0761254775321611,0.056189734298359,0.0585271409420534
2016,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.084,0.072,3176545000,0.0743333333333333,0.0685,NA,0.0882382756740241,0.0505150238110832,0.0681050083519965
2017,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.133,0.0695,3576517000,0.0743333333333333,0.0685,NA,0.089587972936749,0.0569380632255896,0.0830373239043918
2018,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",-0.004,0.0695,3528069000,0.0743333333333333,0.0685,NA,0.0590727428999389,0.0850571052741467,0.0664194815485517
2019,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.143,0.0695,3984186000,0.0743333333333333,0.0685,NA,0.0729442156011681,0.0861069069617617,0.066793730340541
2020,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.125,0.0695,4422517000,0.0743333333333333,0.0685,NA,0.094821850939955,0.0854334098208898,0.0689132164905819
2021,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.172,0.0685,5105393000,0.0743333333333333,0.0685,NA,0.112046948103204,0.100078203253019,0.0706377511231349
2022,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",-0.053,0.0685,4769175000,0.0743333333333333,0.0685,NA,0.0728700860611597,0.0811967176679065,0.062222274812489
2023,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",0.092,0.0685,5140567000,0.0743333333333333,0.0685,NA,0.0927977606318551,0.0758031054924919,0.0876312122819365
2024,12,"Utah","UT","Utah Retirement Systems, Public Safety Retirement System","Utah Public Safety","State Plans",NA,0.0685,NA,0.0743333333333333,0.0685,NA,NA,NA,NA
2001,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",-0.053,0.075,NA,0.072875,0.0685,NA,NA,NA,NA
2002,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",-0.08,0.075,NA,0.072875,0.0685,NA,NA,NA,NA
2003,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.256,0.075,NA,0.072875,0.0685,NA,NA,NA,NA
2004,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.137,0.075,NA,0.072875,0.0685,NA,NA,NA,NA
2005,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.092,0.075,NA,0.072875,0.0685,NA,0.0632174841099966,NA,NA
2006,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.144,0.075,NA,0.072875,0.0685,NA,0.104173497269167,NA,NA
2007,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.066,0.075,NA,0.072875,0.0685,NA,0.137185188035723,NA,NA
2008,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",-0.234,0.075,NA,0.072875,0.0685,NA,0.0300991299806419,NA,NA
2009,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.132,0.075,NA,0.072875,0.0685,NA,0.0291915522450088,NA,NA
2010,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.132,0.075,NA,0.072875,0.0685,NA,0.0366233103182889,0.0498361910157161,NA
2011,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.025,0.075,2799000,0.072875,0.0685,NA,0.0140994301723794,0.0581784889101205,NA
2012,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.126,0.075,17933000,0.072875,0.0685,NA,0.0252665202279263,0.079776782762125,NA
2013,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.148,0.075,47690000,0.072875,0.0685,NA,0.111678994289013,0.0701119403290795,NA
2014,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.071,0.075,89291000,0.072875,0.0685,NA,0.099431075910225,0.0637317216302449,NA
2015,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.017,0.075,140539000,0.072875,0.0685,NA,0.0761254775321611,0.056189734298359,0.0585271409420534
2016,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.084,0.072,217293000,0.072875,0.0685,NA,0.0882382756740241,0.0505150238110832,0.0681050083519965
2017,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.133,0.0695,329218000,0.072875,0.0685,NA,0.089587972936749,0.0569380632255896,0.0830373239043918
2018,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",-0.004,0.0695,424633000,0.072875,0.0685,NA,0.0590727428999389,0.0850571052741467,0.0664194815485517
2019,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.143,0.0695,611583000,0.072875,0.0685,NA,0.0729442156011681,0.0861069069617617,0.066793730340541
2020,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.125,0.0695,832485000,0.072875,0.0685,NA,0.094821850939955,0.0854334098208898,0.0689132164905819
2021,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.172,0.0685,1154018000,0.072875,0.0685,NA,0.112046948103204,0.100078203253019,0.0706377511231349
2022,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",-0.053,0.0685,1303331000,0.072875,0.0685,NA,0.0728700860611597,0.0811967176679065,0.062222274812489
2023,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",0.092,0.0685,1673551000,0.072875,0.0685,NA,0.0927977606318551,0.0758031054924919,0.0876312122819365
2024,12,"Utah","UT","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System","State Plans",NA,0.0685,NA,0.072875,0.0685,NA,NA,NA,NA
2001,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.1,0.08,171822712,0.0780833333333333,0.07,0.0672283134799614,NA,NA,NA
2002,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.0642,0.08,172534823,0.0780833333333333,0.07,0.0672283134799614,NA,NA,NA
2003,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.0349,0.08,197494538,0.0780833333333333,0.07,0.0672283134799614,NA,NA,NA
2004,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.148,0.08,232889559,0.0780833333333333,0.07,0.0672283134799614,NA,NA,NA
2005,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.0777,0.08,258466735,0.0780833333333333,0.07,0.0672283134799614,0.0843033998744913,NA,NA
2006,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.0844,0.08,293298875,0.0780833333333333,0.07,0.0672283134799614,0.0812103248458178,NA,NA
2007,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.1,0.08,347840473,0.0780833333333333,0.07,0.0672283134799614,0.0883888158815191,NA,NA
2008,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.0741,0.08,327060102,0.0780833333333333,0.07,0.0672283134799614,0.0965118673099363,NA,NA
2009,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",-0.0727,0.08,276172429,0.0780833333333333,0.07,0.0672283134799614,0.0506764805434348,NA,NA
2010,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.11,0.08,331888451,0.0780833333333333,0.07,0.0672283134799614,0.0569003210970547,0.0705141808934517,NA
2011,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.0482,0.085,406901556,0.0780833333333333,0.07,0.0672283134799614,0.0497477661447854,0.0653629068254511,NA
2012,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.022,0.085,420540070,0.0780833333333333,0.07,0.0672283134799614,0.0344192674434629,0.0610609603683565,NA
2013,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.0498,0.085,463186430,0.0780833333333333,0.07,0.0672283134799614,0.0296958718892735,0.062578817427978,NA
2014,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.11,0.085,534525477,0.0780833333333333,0.07,0.0672283134799614,0.0674056946077362,0.0590080540404199,NA
2015,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.023,0.0795,535903742,0.0780833333333333,0.07,0.0672283134799614,0.0501226997631157,0.053506060054209,0.0636733997893537
2016,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.0614,0.0795,547015113,0.0780833333333333,0.07,0.0672283134799614,0.0527543194470517,0.0512499679613865,0.0611433541673396
2017,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.11,0.075,619510340,0.0780833333333333,0.07,0.0672283134799614,0.0702899528894791,0.0522017625056677,0.0641284148626788
2018,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.073,0.075,667848904,0.0780833333333333,0.07,0.0672283134799614,0.0749792451280717,0.0520939554407787,0.0666963173794255
2019,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.06,0.075,709465832,0.0780833333333333,0.07,0.0672283134799614,0.0651153818896939,0.0662599233035785,0.0610399290223516
2020,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.0424,0.07,740052894,0.0780833333333333,0.07,0.0672283134799614,0.0691248162693647,0.0595811618014592,0.0586867935298845
2021,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.25,0.07,926034330,0.0780833333333333,0.07,0.0672283134799614,0.104675180046926,0.0784023216686576,0.0687649329992623
2022,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",-0.0869,0.07,845979471,0.0780833333333333,0.07,0.0672283134799614,0.0623647917667398,0.0663200096272532,0.0555785900912784
2023,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.076,0.07,912113031,0.0780833333333333,0.07,0.0672283134799614,0.0629581815197453,0.0689518153653155,0.0557029699186831
2024,6,"Vermont","VT","Vermont Municipal Employees Retirement System","Vermont Municipal Employees","State Plans",0.1007,0.07,1008504818,0.0780833333333333,0.07,0.0672283134799614,0.070998343858633,0.068052812375033,0.0678370628735638
2001,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",-0.0636,0.085,962944449,0.0787083333333333,0.07,0.0578643385916922,NA,NA,NA
2002,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",-0.0515,0.08,893747682,0.0787083333333333,0.07,0.0578643385916922,NA,NA,NA
2003,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.0517,0.08,917766859,0.0787083333333333,0.07,0.0578643385916922,NA,NA,NA
2004,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.16,0.08,1040927987,0.0787083333333333,0.07,0.0578643385916922,NA,NA,NA
2005,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.0928,0.08,1120247149,0.0787083333333333,0.07,0.0578643385916922,0.0343746248545163,NA,NA
2006,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.11,0.08,1219616872,0.0787083333333333,0.07,0.0578643385916922,0.0701635942855885,NA,NA
2007,6,"Vermont","VT","Vermont State Retirement System","Vermont State Employees","State Plans",0.16,0.0825,1392418120,0.0787083333333333,0.07,0.0578643385916922,0.114125985019583,NA,NA
